Song Title,Artist,Male0 / Female1/Other3,Publish Year,Solo0 / Group1,Main Chord Progression,Romance,Lyrics,Length of Song,Length in Seconds,bpm,danceability
Sugar,Maroon 5,0,2015,1,"1,3,6,5,1,3,6,5",1,"Let's go Yo, I got them Now & Laters, and them Jolly Ranchers too It ain't a question, but I got the answers too These shoes is Cavalli, and the pants is too When I see him I'mma strip like the dancers do Imma show them how to do it like the pamphlets do Show these girls how to do it off campus too Yo, as long as you know he got the baddest, I'm flattered I'm the only one that he answers to And if you need it (need it) then I'mma put it on ya Ain't nothin' sweeter, you want this sugar, don't ya? Up, down, inside, water park it, slip slide Would'a, could'a, should'a got ya sugar, get ya sugar You sugar, yes please Would you come and put it down on me? I'm right here, 'cause I need Little love, a little sympathy Yeah you show me good loving, make it alright Need a little sweetness in my life Sugar, yes please Would you come and put it down on me? Babe, my broken pieces, you pick them up Don't leave me hanging Hanging come give me some When I'm without you, I'm so insecure You are the one thing, one thing I'm living for I don't wanna be needing your love I just wanna be deep in your love And it's killing me when you're away Oh baby 'Cause I really don't care where you are I just wanna be there where you are And I gotta get one little taste Sugar, yes please Would you come and put it down on me? I'm right here, 'cause I need Little love, a little sympathy Yeah you show me good loving, make it alright Need a little sweetness in my life Your sugar (your sugar), yes please (yes please) Would you come and put it down on me? I want that red velvet I want that sugar sweet Don't let nobody touch it unless that somebody's me I gotta be a man, there ain't no other way 'Cause girl you're hotter than the Southern California Bay Never wanna play no games, you don't gotta be afraid Don't give me all that shy shit No make-up on, that's my... Sugar, yes please Would you come and put it down on me? I'm right here (right here), 'cause I need ('casue I need) Little love, a little sympathy Yeah you show me good loving, make it alright Need a little sweetness in my life Your sugar (sugar), yes please (yes please) Would you come and put it down on me? Sugar, yes please Would you come and put it down on me? I'm right here (right here), 'cause I need ('cause I need) Little love, a little sympathy Yeah you show me good loving, make it alright Need a little sweetness in my life Your sugar (sugar), yes please (yes please) Would you come and put it down on me?",5:01,301,95.38386536,1.216364861
Thinking Out Loud,Ed Sheeran,0,2014,0,"1,1,4,5,1,1,4,5",1,"When your legs don't work like they used to before And I can't sweep you off of your feet Will your mouth still remember the taste of my love Will your eyes still smile from your cheeks And darling I will be loving you 'til we're 70 And baby my heart could still fall as hard at 23 And I'm thinking 'bout how people fall in love in mysterious ways Maybe just the touch of a hand Oh me I fall in love with you every single day And I just wanna tell you I am So honey now Take me into your loving arms Kiss me under the light of a thousand stars Place your head on my beating heart I'm thinking out loud Maybe we found love right where we are When my hair's all but gone and my memory fades And the crowds don't remember my name When my hands don't play the strings the same way, mm I know you will still love me the same 'Cause honey your soul can never grow old, it's evergreen Baby your smile's forever in my mind and memory I'm thinking 'bout how people fall in love in mysterious ways Maybe it's all part of a plan I'll just keep on making the same mistakes Hoping that you'll understand But baby now Take me into your loving arms Kiss me under the light of a thousand stars Place your head on my beating heart I'm thinking out loud That maybe we found love right where we are, oh So baby now Take me into your loving arms Kiss me under the light of a thousand stars Oh darling, place your head on my beating heart I'm thinking out loud That maybe we found love right where we are Oh baby, we found love right where we are (maybe) And we found love right where we are",4:56,296,,
Lips Are Movin ,Meghan Trainor,1,2014,0,"5,6,1,5,5,6,1,5",1,"If your lips are moving, if your lips are moving If your lips are moving, then youre lyin, lyin, lyin, babe If your lips are moving, if your lips are moving If your lips are moving then youre lyin, lyin, lyin, babe Boy, look at me in my face Tell me that youre not just about this bass You really think I could be replaced? Nah... I come from outer space And Im a classy girl Im a hold it up You full of something but it aint love And what we got is straight overdue Go find somebody new You can buy me diamond earrings And deny-ny-ny, ny-ny-ny, deny-ny But I smell her on your collar so goodbye-bye-bye Bye-bye-bye I know youre lying Cause your lips are moving Tell me do you think Im dumb? I might be young But I aint stupid Talking round in circles with your tongue I gave you bass, you gave me sweet talk Saying how Im your number one But I know youre lying Cause your lips are moving Baby, dont ya know Im done If your lips are moving, if your lips are moving If your lips are moving, then youre lyin, lyin, lyin, babe If your lips are moving, if your lips are moving If your lips are moving, then youre lyin, lyin, lyin, babe Hey, baby, dont you bring them tears Cause its too late, too late, babe, oh You only love me when youre here Youre so two-faced, two-faced, babe, oh You can buy me diamond earrings And deny-ny-ny, ny-ny-ny, deny-ny But I smell her on your collar so goodbye-bye-bye Bye-bye-bye I know youre lying Cause your lips are moving Tell me do you think Im dumb? I might be young, but I aint stupid Talking round in circles with your tongue I gave you bass, you gave me sweet talk Saying how Im your number one But I know youre lying Cause your lips are moving Baby, dont ya know Im done Come on, say! If your lips are moving, if your lips are moving If your lips are moving, then youre lyin, lyin, lyin, babe If your lips are moving (Alright now) If your lips are moving (I wanna hear yall singing with me) If your lips are moving Then youre lyin, lyin, lyin, babe (Here we go!) I know youre lying Cause your lips are moving Tell me do you think Im dumb? I might be young, but I aint stupid Talking round in circles with your tongue I gave you bass, you gave me sweet talk Saying how Im your number one But I know youre lying Cause your lips are moving Baby, dont you know Im done",3:04,184,,
Uptown Funk,Mark Ronson,0,2014,1,"1,1,1,3,3,3,4,1",0,"Doh Doh doh doh, doh doh doh, doh doh Doh doh doh, doh doh doh, doh doh Doh doh doh, doh doh doh, doh doh Doh doh doh, doh duh (Aaaaaaow!) This hit That ice cold Michelle Pfeiffer That white gold This one for them hood girls Them good girls Straight masterpieces Stylin', wiling Livin' it up in the city Got Chucks on with Saint Laurent Gotta kiss myself I'm so pretty I'm too hot (hot damn) Call the police and the fireman I'm too hot (hot damn) Make a dragon wanna retire, man I'm too hot (hot damn) Say my name you know who I am I'm too hot (hot damn) And my band 'bout that money Break it down... Girls hit your hallelujah (ooh) Girls hit your hallelujah (ooh) Girls hit your hallelujah (ooh) 'Cause uptown funk gon' give it to you 'Cause uptown funk gon' give it to you 'Cause uptown funk gon' give it to you Saturday night and we in the spot Don't believe me just watch (Come on) Doh Doh doh doh, doh doh doh, doh doh (Hah!) Don't believe me just watch Don't believe me just watch Don't believe me just watch Don't believe me just watch Don't believe me just watch Hey, hey, hey, oh! Stop Wait a minute Fill my cup put some liquor in it Take a sip, sign the check Julio, get the stretch! Ride to Harlem, Hollywood, Jackson, Mississippi If we show up, we gon' show out Smoother than a fresh jar of Skippy I'm too hot (hot damn) Call the police and the fireman I'm too hot (hot damn) Make a dragon wanna retire, man I'm too hot (hot damn, hot damn) Bitch, say my name you know who I am I'm too hot (hot damn) And my band 'bout that money Break it down... Girls hit your hallelujah (ooh) Girls hit your hallelujah (ooh) Girls hit your hallelujah (ooh) 'Cause uptown funk gon' give it to you 'Cause uptown funk gon' give it to you 'Cause uptown funk gon' give it to you Saturday night and we in the spot Don't believe me just watch (come on) Doh Doh doh doh, doh doh doh, doh doh (Hah!) Don't believe me just watch Don't believe me just watch Don't believe me just watch Don't believe me just watch Don't believe me just watch Hey, hey, hey, oh! Before we leave Let me tell y'all a little something Uptown funk you up, uptown funk you up Uptown funk you up, uptown funk you up, uh I said uptown funk you up, uptown funk you up Uptown funk you up, uptown funk you up Come on, dance Jump on it If you sexy then flaunt it If you freaky then own it Don't brag about it, come show me Come on, dance Jump on it If you sexy then flaunt it Well it's Saturday night and we in the spot Don't believe me just watch (come on) Doh Doh doh doh, doh doh doh, doh doh (Hah!) Don't believe me just watch Don't believe me just watch Don't believe me just watch Don't believe me just watch Don't believe me just watch Hey, hey, hey, oh! Uptown funk you up, uptown funk you up (say whaa?!) Uptown funk you up, uptown funk you up Uptown funk you up, uptown funk you up (say whaa?!) Uptown funk you up, uptown funk you up Uptown funk you up, uptown funk you up (say whaa?!) Uptown funk you up, uptown funk you up Uptown funk you up, uptown funk you up (say whaa?!) Uptown funk you up Aaaaaaow!",4:30,270,114.9538498,1.498688817
Blank Space,Taylor Swift,1,2014,0,"1,6,2,4,1,6,2,4",0,"Nice to meet you, where you been? I could show you incredible things Magic, madness, heaven sin Saw you there and I thought Oh my God, look at that face You look like my next mistake Love’s a game, want to play? New money, suit and tie I can read you like a magazine Ain't it funny, rumors, lie And I know you heard about me So hey, let's be friends I'm dying to see how this one ends Grab your passport and my hand I can make the bad guys good for a weekend So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over If the high was worth the pain Got a long list of ex-lovers They'll tell you I'm insane 'Cause you know I love the players And you love the game 'Cause we're young and we're reckless We'll take this way too far It'll leave you breathless Or with a nasty scar Got a long list of ex-lovers They'll tell you I'm insane But I've got a blank space baby And I'll write your name Cherry lips, crystal skies I could show you incredible things Stolen kisses, pretty lies You're the king baby I'm your Queen Find out what you want Be that girl for a month Wait the worst is yet to come, oh no Screaming, crying, perfect storm I can make all the tables turn Rose gardens filled with thorns Keep you second guessing like ""Oh my God, who is she?"" I get drunk on jealousy But you'll come back each time you leave 'Cause darling I'm a nightmare dressed like a daydream So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over If the high was worth the pain Got a long list of ex-lovers They'll tell you I'm insane 'Cause you know I love the players And you love the game 'Cause we're young and we're reckless We'll take this way too far It'll leave you breathless Or with a nasty scar Got a long list of ex-lovers They'll tell you I'm insane (Insane) But I've got a blank space baby And I'll write your name Boys only want love if it's torture Don't say I didn't say I didn't warn ya Boys only want love if it's torture Don't say I didn't say I didn't warn ya So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over If the high was worth the pain Got a long list of ex-lovers They'll tell you I'm insane 'Cause you know I love the players And you love the game 'Cause we're young and we're reckless We'll take this way too far It'll leave you breathless Or with a nasty scar Got a long list of ex-lovers They'll tell you I'm insane But I've got a blank space baby And I'll write your name.",4:32,272,,
Rather Be,Clean Bandit,1,2013,1,"6,5,4,1,6,5,4,1",1,"Oh, Woah, Ooh, ooh We're a thousand miles from comfort, we have traveled land and sea But as long as you are with me, there's no place I'd rather be I would wait forever, exalted in the scene As long as I am with you, my heart continues to beat With every step we take, Kyoto to The Bay Strolling so casually We're different and the same, get you another name Switch up the batteries If you gave me a chance I would take it It's a shot in the dark but I'll make it Know with all of your heart, you can't shake me When I am with you, there's no place I'd rather be N-n-no, no, no, no place I'd rather be N-n-no, no, no, no place I'd rather be N-n-no, no, no, no place I'd rather be We set out on a mission to find our inner peace Make it everlasting so nothing's incomplete It's easy being with you, sacred simplicity As long as we're together, there's no place I'd rather be With every step we take, Kyoto to The Bay Strolling so casually We're different and the same, get you another name Switch up the batteries If you gave me a chance I would take it It's a shot in the dark but I'll make it Know with all of your heart, you can't shake me When I am with you, there's no place I'd rather be N-n-no, no, no, no place I'd rather be N-n-no, no, no, no place I'd rather be N-n-no, no, no, no place I'd rather be When I am with you, there's no place I'd rather be, yeah Beeeeeeeeee, hooooooo oh Be [x9] Yeah-e-yeah-e-yeah-e-yeah-e-yeah, yeah, yeah If you gave me a chance I would take it It's a shot in the dark but I'll make it Know with all of your heart, you can't shake me When I am with you, there's no place I'd rather be N-n-no, no, no, no place I'd rather be N-n-no, no, no, no place I'd rather be N-n-no, no, no, no place I'd rather be When I am with you, there's no place I'd rather be",4:28,268,,
Chandelier,Sia,1,2014,0,"1,2,5,1,1,2,5,1",0,"Party girls don't get hurt Can't feel anything, when will I learn I push it down, push it down I'm the one ""for a good time call"" Phone's blowin' up, ringin' my doorbell I feel the love, feel the love 1, 2, 3, 1, 2, 3 drink 1, 2, 3, 1, 2, 3 drink 1, 2, 3, 1, 2, 3 drink Throw 'em back, till I lose count I'm gonna swing from the chandelier From the chandelier I'm gonna live like tomorrow doesn't exist Like it doesn't exist I'm gonna fly like a bird through the night Feel my tears as they dry I'm gonna swing from the chandelier From the chandelier But I'm holding on for dear life Won't look down, won't open my eyes Keep my glass full until morning light 'Cause I'm just holding on for tonight Help me, I'm holding on for dear life Won't look down, won't open my eyes Keep my glass full until morning light 'Cause I'm just holding on for tonight On for tonight Sun is up, I'm a mess Gotta get out now, gotta run from this Here comes the shame, here comes the shame 1, 2, 3, 1, 2, 3 drink 1, 2, 3, 1, 2, 3 drink 1, 2, 3, 1, 2, 3 drink Throw 'em back till I lose count I'm gonna swing from the chandelier From the chandelier I'm gonna live like tomorrow doesn't exist Like it doesn't exist I'm gonna fly like a bird through the night Feel my tears as they dry I'm gonna swing from the chandelier From the chandelier But I'm holding on for dear life Won't look down, won't open my eyes Keep my glass full until morning light 'Cause I'm just holding on for tonight Help me, I'm holding on for dear life Won't look down, won't open my eyes Keep my glass full until morning light 'Cause I'm just holding on for tonight On for tonight On for tonight 'Cause I'm just holding on for tonight Oh, I'm just holding on for tonight On for tonight, on for tonight 'Cause I'm just holding on for tonight 'Cause I'm just holding on for tonight Oh, I'm just holding on for tonight On for tonight, on for tonight",3:51,231,86.76644135,1.019017816
Stay With Me,Sam Smith,0,2014,0,"1,6,3,1,6,3,7,1",1,Guess it’s true I’m not good At a one night stand But I still need love Cos I’m just a man These nights never seem to go to plan I don’t want you to leave Will you hold my hand Oh won’t you Stay with me Cos you’re All I need This aint love It’s clear to see But darling Stay with me Why am I so emotional? No it’s not a good look Gain some self control Deep down I know this never works But you can lay with me So it doesn’t hurt Oh won’t you Stay with me Cos you’re All I need This aint love It’s clear to see But darling Stay with me Oh won’t you Stay with me Cos you’re All I need This aint love It’s clear to see But darling Stay with me,3:29,209,85.02225494,1.10012126
Summer,Calvin Harris,0,2014,0,"1,3,2,6,7,1,1,3",1,When I met you in the summer To my heartbeat sound We fell in love As the leaves turn brown And we could be together baby As long as skies are blue You act so innocent now But you lied so soon When I met you in the summer When I met you in the summer To my heartbeat sound We fell in love As the leaves turn brown And we could be together baby As long as skies are blue You act so innocent now But you lied so soon When I met you in the summer Summer When I met you in the summer (Summer) (Hey) (Love) (Hey) Summer (Summer) (Hey) (Love) (Hey...),3:53,233,107.9497681,1.302657485
Love Never Felt So Good,Michael Jackson,0,2014,1,"1,3,7,5,1,3,7,5",1,"Ah, dance Let me see you move, come on (come on, come on...) Dance (Come on) Let me see you move Baby, love never felt so good And I doubt if it ever could Not like you hold me, hold me Oh, baby Love never felt so fine And I doubt if it's ever mine Not like you hold me, hold me And the night is gonna be just fine Gotta fly, gotta sing, can't believe I can't take it, 'cause Baby Every time I love you In and out my life In and out, baby Tell me If you really love me It's in and out my life In, out baby So baby Love never felt so good Mm, baby Love never felt so fine And I doubt if it was ever mine Not like you hold me, hold me Ooh baby Love never felt so good (so good) And I doubt if it ever could Not like you hold me, hold me In the night through the thick and thin Gotta fly, gotta sing, can't believe I can't take it, 'cause Baby Every time I love you It's in and out my life In and out, baby Tell me If you really love me It's in and out my life In, out baby Baby Love never felt so good Break it down Dance Let me see you move (come on, come on...) Let me see you move Dance with me Let me see you move Come on, come on I said let me see you move Michael In the nights, that is good (be good) Gotta fly, gotta sing, can't believe I can't take it, 'cause Baby Every time I love you It's in and out my life In, out baby Tell me If you really love me It's in and out my life Driving me crazy 'Cause baby Love never felt so good Baby Everytime I love you In and out my life In, out baby Tell me if you really love me It's in and out my life Drivin' me crazy 'Cause baby Love never felt so good Ah because it felt so good (Yeah) So no, it never felt so good (Never felt so good) Yeah yeah, never felt so good Uh huh, never felt so good Alright, that's fine",4:07,247,,
A Sky Full Of Stars,Coldplay,0,2014,1,"1,6,3,5,1,6,3,5",1,"Cause you're a sky, 'cause you're a sky full of stars I'm gonna give you my heart 'Cause you're a sky, 'cause you're a sky full of stars 'Cause you light up the path I don't care, go on and tear me apart I don't care if you do, ooh 'Cause in a sky, 'cause in a sky full of stars I think I saw you 'Cause you're a sky, 'cause you're a sky full of stars I want to die in your arms, oh 'Cause you get lighter the more it gets dark I'm gonna give you my heart, oh I don't care, go on and tear me apart I don't care if you do, oh 'Cause in a sky, 'cause in sky full of stars I think I see you I think I see you 'Cause you're a sky, you're a sky full of stars Such a heavenly view You're such a heavenly view, yeah, yeah, yeah, yeah",4:13,253,,
All of Me,John Legend,0,2013,0,"1,3,2,4,5,1,6,2",1,"What would I do without your smart mouth? Drawin' me in and you kickin' me out You've got my head spinnin', no kiddin' I can't pin you down What's goin' on in that beautiful mind? I'm on your magical mystery ride And I'm so dizzy, don't know what hit me But I'll be alright [Pre-Chorus] My head's under water, but I'm breathing fine You're crazy and I'm out of my mind [Chorus] 'Cause all of me Loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me I'll give my all to you You're my end and my beginnin' Even when I lose, I'm winnin' [Post-Chorus] 'Cause I give you all of me And you give me all of you, oh-oh [Verse 2] How many times do I have to tell you? Even when you're crying, you're beautiful too The world is beating you down, I'm around Through every mood You're my downfall, you're my muse My worst distraction, my rhythm and blues I can't stop singing, it's ringing In my head for you [Pre-Chorus] My head's under water, but I'm breathin' fine You're crazy and I'm out of my mind [Chorus] 'Cause all of me Loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me I'll give my all to you You're my end and my beginnin' Even when I lose, I'm winnin' [Post-Chorus] 'Cause I give you all of me And you give me all of you, oh-oh [Bridge] Give me all of you, oh Cards on the table, we're both showing hearts Risking it all, though it's hard [Chorus] 'Cause all of me Loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me I'll give my all to you You're my end and my beginnin' Even when I lose, I'm winnin' [Post-Chorus] 'Cause I give you all of me And you give me all of you [Outro] I give you all of me And you give me all of you, oh-oh",5:07,307,123.741127,1.012384534
Happy,Pharrell Williams,0,2013,0,"6,5,5,1,6,5,5,1",0,"Let me tell you now Here we go It might seem crazy what I'm about to say Sunshine she's here, you can take a break I'm a hot air balloon that can go to space With the air, like I don't care baby by the way (come on) Because I'm happy Clap along if you feel like a room without a roof Because I'm happy Clap along if you feel like happiness is the truth Because I'm happy Clap along if you know what happiness is to you Because I'm happy Clap along if you feel like that's what you wanna do (hey) Here come bad news talking this and that (yeah) Well, give me all you got, and don't hold it back (yeah) Well, I should probably warn you, you'll be just fine (yeah) No offense to you, don't waste your time (Here's why) Because I'm happy Clap along if you feel like a room without a roof Because I'm happy Clap along if you feel like happiness is the truth Because I'm happy Clap along if you know what happiness is to you Because I'm happy Clap along if you feel like that's what you wanna do Here go (Happy) Bring me down Can't nothing (happy) Bring me down My level's too high (happy) To bring me down To bring me (Let me tell you now) Bring me down Can't nothing Bring me down His level's too high To bring me down To bring me down Because I'm happy Clap along if you feel like a room without a roof Because I'm happy Clap along if you feel like happiness is the truth Because I'm happy Clap along if you know what happiness is to you Because I'm happy Clap along if you feel like that's what you wanna do Because I'm happy Clap along if you feel like a room without a roof Because I'm happy Clap along if you feel like happiness is the truth Because I'm happy Clap along if you know what happiness is to you Because I'm happy Clap along if you feel like that's what you wanna do",4:06,246,,
Pompeii,Bastille,0,2013,0,"4,1,6,5,4,1,6,5",0,I was left to my own devices Many days fell away with nothing to show And the walls kept tumbling down In the city that we love Grey clouds roll over the hills Bringing darkness from above But if you close your eyes Does it almost feel like Nothing changed at all? And if you close your eyes Does it almost feel like You've been here before? How am I gonna be an optimist about this? How am I gonna be an optimist about this? We were caught up and lost in all of our vices In your pose as the dust settles around us And the walls kept tumbling down In the city that we love Grey clouds roll over the hills Bringing darkness from above But if you close your eyes Does it almost feel like Nothing changed at all? And if you close your eyes Does it almost feel like You've been here before? How am I gonna be an optimist about this? How am I gonna be an optimist about this? Oh where do we begin? The rubble or our sins? Oh where do we begin? The rubble or our sins? And the walls kept tumbling down In the city that we love Grey clouds roll over the hills Bringing darkness from above But if you close your eyes Does it almost feel like Nothing changed at all? And if you close your eyes Does it almost feel like You've been here before? How am I gonna be an optimist about this? How am I gonna be an optimist about this? If you close your eyes Does it almost feel like Nothing changed at all?,3:52,232,,
Counting Stars,OneRepublic,0,2013,1,"1,3,7,6,1,3,7,6",0,"Lately, I've been, I've been losing sleep  Dreaming about the things that we could be  But, baby, I've been, I've been praying hard  Said no more counting dollars  We'll be counting stars  Yeah, we'll be counting stars    [Verse 1] I see this life like a swinging vine  Swing my heart across the line  In my face is flashing signs  Seek it out and ye shall find Old but I'm not that old  Young but I'm not that bold  And I don't think the world is sold  On just doing what we're told    [Pre-Chorus] I feel something so right by doing the wrong thing  And I feel something so wrong by doing the right thing  I couldn't lie, couldn't lie, couldn't lie  Everything that kills me makes me feel alive    [Chorus] Lately, I've been, I've been losing sleep  Dreaming about the things that we could be  But, baby, I've been, I've been praying hard  Said no more counting dollars  We'll be counting stars  Lately, I've been, I've been losing sleep  Dreaming about the things that we could be  But, baby, I've been, I've been praying hard  Said no more counting dollars  We'll be—we'll be counting stars    [Verse 2] I feel the love  And I feel it burn  Down this river every turn  Hope is our four-letter word  Make that money, watch it burn  Old but I'm not that old  Young but I'm not that bold  And I don't think the world is sold  On just doing what we're told    [Pre-Chorus] And I feel something so wrong by doing the right thing  I couldn't lie, couldn't lie, couldn't lie  Everything that drowns me makes me wanna fly    [Chorus] Lately, I've been, I've been losing sleep  Dreaming about the things that we could be  But, baby, I've been, I've been praying hard  Said no more counting dollars  We'll be counting stars  Lately, I've been, I've been losing sleep  Dreaming about the things that we could be  But, baby, I've been, I've been praying hard  Said no more counting dollars  We'll be—we'll be counting stars    [Bridge] Oh, take that money watch it burn  Sink in the river the lessons I've learned  Take that money watch it burn  Sink in the river the lessons I've learned  Take that money watch it burn  Sink in the river the lessons I've learned  Take that money watch it burn  Sink in the river the lessons I've learned    [Interlude] Everything that kills me makes me feel alive    [Chorus] Lately, I've been, I've been losing sleep  Dreaming about the things that we could be  But, baby, I've been, I've been praying hard  Said no more counting dollars  We'll be counting stars  Lately, I've been, I've been losing sleep  Dreaming about the things that we could be  But, baby, I've been, I've been praying hard  Said no more counting dollars  We'll be—we'll be counting stars    [Outro] Take that money watch it burn  Sink in the river the lessons I've learned  Take that money watch it burn  Sink in the river the lessons I've learned  Take that money watch it burn  Sink in the river the lessons I've learned  Take that money watch it burn  Sink in the river the lessons I've learned",4:43,283,122.4297409,1.041643381
Wrecking Ball,Miley Cyrus,1,2013,0,"1,5,6,4,1,5,6,4",1,"We clawed, we chained our hearts in vain We jumped never asking why We kissed, I fell under your spell. A love no one could deny Don't you ever say I just walked away I will always want you I can't live a lie, running for my life I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me Yeah, you, you wreck me I put you high up in the sky And now, you're not coming down It slowly turned, you let me burn And now, we're ashes on the ground Don't you ever say I just walked away I will always want you I can't live a lie, running for my life I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me I came in like a wrecking ball Yeah, I just closed my eyes and swung Left me crashing in a blazing fall All you ever did was wreck me Yeah, you, you wreck me I never meant to start a war I just wanted you to let me in And instead of using force I guess I should've let you win I never meant to start a war I just wanted you to let me in I guess I should've let you win Don't you ever say I just walked away I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me I came in like a wrecking ball Yeah, I just closed my eyes and swung Left me crashing in a blazing fall All you ever did was wreck me Yeah, you, you wreck me Yeah, you, you wreck me",3:41,221,120.0371933,1.047008634
Say Something,A Great Big World,0,2013,1,"1,6,3,7,1,6,3,7",1,"Say something, I'm giving up on you I'll be the one, if you want me to Anywhere, I would've followed you Say something, I'm giving up on you And I am feeling so small It was over my head I know nothing at all And I will stumble and fall I'm still learning to love Just starting to crawl Say something, I'm giving up on you I'm sorry that I couldn't get to you Anywhere, I would've followed you Say something, I'm giving up on you And I will swallow my pride You're the one that I love And I'm saying goodbye Say something, I'm giving up on you And I'm sorry that I couldn't get to you And anywhere, I would have followed you Ooh, ooh say something, I'm giving up on you Say something, I'm giving up on you Say something",3:51,231,,
Castle on the Hill,Ed Sheeran,0,2017,0,"1,4,6,5,1,4,6,5",0,"When I was six years old, I broke my leg I was running from my brother and his friends And tasted the sweet perfume of the mountain grass I rolled down I was younger then, take me back to when I Found my heart and broke it here Made friends and lost them through the years And I've not seen the roaring fields in so long I know I've grown, but I can't wait to go home I'm on my way Driving at 90 down those country lanes Singing to Tiny Dancer And I miss the way you make me feel, and it's real When we watched the sunset over the castle on the hill Fifteen years old and smoking hand-rolled cigarettes Running from the law through the backfields and Getting drunk with my friends Had my first kiss on a Friday night I don't reckon that I did it right, but I was younger then, take me back to when We found weekend jobs, when we got paid We'd buy cheap spirits and drink them straight Me and my friends have not thrown up in so long Oh, how we've grown, but I can't wait to go home I'm on my way Driving at 90 down those country lanes Singing to Tiny Dancer And I miss the way you make me feel, and it's real When we watched the sunset over the castle on the hill Over the castle on the hill Over the castle on the hill One friend left to sell clothes One works down by the coast One had two kids, but lives alone One's brother overdosed One's already on his second wife One's just barely getting by, but These people raised me And I can't wait to go home And I'm on my way I still remember these old country lanes When we did not know the answers And I miss the way you make me feel, and it's real When we watched the sunset  over the castle on the hill Over the castle on the hill Over the castle on the hill",4:20,260,135.1773071,1.114893317
How Do you Sleep?,Sam Smith,0,2020,0,"1,3,5,2,1,3,5,2",1,"I'm done hating myself for feeling I'm done crying myself away I've gotta leave and start the healing But when you move like that, I just want to stay What have I become now? Looking through your phone now, oh no Love to you is just a game Look what I have done now Dialling up the numbers on you I don't want my heart to break Baby, How Do You Sleep when you lie to me? All that shame and all that danger I'm hoping that my love will keep yo up tonight Baby, How Do You Sleep when you lie to me? All that fear and all that pressure I'm hoping that my love will keep you up tonight Tell me how do you Love will keep you up tonight Tell me how do you Oh no, how did I manage to lose me? I am not this desperate, not this crazy There's no way I'm sticking around to find…",3:23,203,,
Lay Me Down,Sam Smith,0,2014,0,"2,4,6,5,2,4,1,4",1,"Yes, I do, I believe That one day I will be where I was Right there, right next to you And it's hard, the days just seem so dark The moon, and the stars are nothing without you Your touch, your skin, where do I begin? No words can explain the way I'm missing you Deny this emptiness, this hole that I'm inside These tears, they tell their own story Told me not to cry when you were gone But the feeling's overwhelming, it's much too strong Can I lay by your side, next to you? You And make sure you're alright I'll take care of you And I don't want to be here if I can't be with you tonight I'm reaching out to you Can you hear my call, boy? This hurt that I've been through I'm missing you, I'm missing you like crazy, you Can I lay by your side? Next to you, to you And make sure you're alright I'll take care of you And I don't want to be here if I can't be with you tonight Oh, lay me down tonight Lay me by your side, whoa Lay me down tonight Lay me by your side Can I lay by your side? Next to you, you",4:10,250,122.7748871,0.9001578689
Perfect,Ed Sheeran,0,2017,0,"6,4,1,5,6,4,1,5",1,"I found a love for me Oh darling, just dive right in and follow my lead Well, I found a girl, beautiful and sweet Oh, I never knew you were the someone waiting for me 'Cause we were just kids when we fell in love Not knowing what it was I will not give you up this time But darling, just kiss me slow, your heart is all I own And in your eyes, you're holding mine Baby, I'm dancing in the dark with you between my arms Barefoot on the grass, listening to our favourite song When you said you looked a mess, I whispered underneath my breath But you heard it, darling, you look perfect tonight Well I found a woman, stronger than anyone I know She shares my dreams, I hope that someday I'll share her home I found a love, to carry more than just my secrets To carry love, to carry children of our own We are still kids, but we're so in love Fighting against all odds I know we'll be alright this time Darling, just hold my hand Be my girl, I'll be your man I see my future in your eyes Baby, I'm dancing in the dark, with you between my arms Barefoot on the grass, listening to our favorite song When I saw you in that dress, looking so beautiful I don't deserve this, darling, you look perfect tonight Baby, I'm dancing in the dark, with you between my arms Barefoot on the grass, listening to our favorite song I have faith in what I see Now I know I have met an angel in person And she looks perfect I don't deserve this You look perfect tonight",4:29,269,95.014328,1.166556954
