Song Title,Artist,Male0 / Female1/Other3,Publish Year,Solo0 / Group1,Main Chord Progression,Romance,Lyrics,Length of Song,Length in Seconds,bpm,danceability
Love Lies,"Khalid, Normani",3,2018,0,"1,2,5,1,4,5,1,2",1,"Sorry if it's hard to catch my vibe, mm-mm I need a lover to trust, tell me you're on my side Are you down for the ride? It's not easy for someone to catch my eye But I've been waitin' for you for my whole damn life For my whole lifetime Don't be afraid to tell me if you ain't with it (you ain't with it) I see you're focused, yeah you're so independent (independent) It's hard for me to open up, I'll admit it (I'll admit it) You've got some shit to say and I'm here to listen So baby, tell me where your love lies Waste the day and spend the night Underneath the sunrise Show me where your love lies I've been so into your mystery Is it because of our history? Are you into me? When it feels so good, but it's bad for you Can't say I don't want it 'cause I know I do Come on over, I need your company Cravin' that synergy Don't be afraid to tell me if you ain't with it (you ain't with it) I see you're focused, yeah, you're so independent (independent) It's hard for me to open up, I'll admit it (I'll admit it) You've got some shit to say and I'm here to listen So baby, tell me where your love lies Waste the day and spend the night Underneath the sunrise Show me where your love lies Tell me where your love lies Waste the day and spend the night Underneath the sunrise Show me where your love lies If you're down, don't hide it Feelin' me, you don't gotta deny it Baby, you gon' make me overnight it Tell me, are you down? If you're down, don't hide it (yeah) Feelin' me, you don't gotta deny it (yeah) Baby, you gon' make me overnight it Tell me, are you down? (Tell me) Tell me where your love lies (tell me where your love lies) Waste the day and spend the night (waste the day, spend the night) Underneath the sunrise (underneath the sunrise) Show me where your love lies (tell me where your love lies) Tell me where your love lies (show me where your love lies) Waste the day and spend the night (yeah, yeah) Underneath the sunrise (ooh) Show me where your love lies",3:21,201,,
Eastside,"Khalid, Benny Blanco, Halsey",3,2018,0,"1,7,3,6,7,1,7,3",1,"Uh Yeah, yeah When I was young, I fell in love We used to hold hands, man, that was enough (yeah) Then we grew up, started to touch Used to kiss underneath the light on the back of the bus (yeah) Oh no, your daddy didn't like me much And he didn't believe me when I said you were the one Oh, every day she found a way out of the window to sneak out late She used to meet me on the Eastside In the city where the sun don't set And every day you know that we ride Through the backstreets of a blue Corvette Baby, you know I just wanna leave tonight We can go anywhere we want Drive down to the coast, jump in the seat Just take my hand and come with me, yeah We can do anything if we put our minds to it Take your whole life then you put a line through it My love is yours if you're willing to take it Give me your heart 'cause I ain't gonna break it So come away, starting today Start a new life, together in a different place We know that love is how these ideas came to be So baby, run away, away with me Seventeen and we got a dream to have a family A house and everything in between And then, oh, suddenly we turned twenty-three Now we got pressure for taking our life more seriously We got our dead-end jobs and got bills to pay Have old friends and know our enemies Now I, I'm thinking back to when I was young Back to the day when I was falling in love He used to meet me on the Eastside In the city where the sun don't set And every day you know where we ride Through the backstreets in a blue Corvette And baby, you know I just wanna leave tonight We can go anywhere we want Drive down to the coast, jump in the seat Just take my hand and come with me Singing We can do anything if we put our minds to it Take your whole life then you put a line through it My love is yours if you're willing to take it Give me your heart 'cause I ain't gonna break it So come away, starting today Start a new life, together in a different place We know that love is how these ideas came to be So baby, run away with me Run away, now Run away, now Run away, now Run away, now Run away, now Run away, now He used to meet me on the Eastside She used to meet me on the Eastside He used to meet me on the Eastside She used to meet me on the Eastside In the city where the sun don't set",2:53,173,,
Crazy in Love,Beyonce,1,2009,0,"1,5,6,7,4,7,5,3",1,"Yes It's so crazy right now Most incredibly, it's ya girl, B It's ya boy, young You ready? Uh oh, uh oh, uh oh, oh, no, no Uh oh, uh oh, uh oh, oh, no, no Uh oh, uh oh, uh oh, oh, no, no Uh oh, uh oh, uh oh, oh, no, no Yeah, history in the making Part two, it's so crazy right now I look and stare so deep in your eyes I touch on you more and more every time When you leave, I'm begging you not to go Call your name two, three times in a row Such a funny thing for me to try to explain How I'm feeling and my pride is the one to blame 'Cause I know I don't understand Just how your love can do what no one else can Got me looking so crazy right now, your love's Got me looking so crazy right now (your love) Got me looking so crazy right now, your touch Got me looking so crazy right now (your touch) Got me hoping you'll page me right now, your kiss Got me hoping you'll save me right now Looking so crazy, your love's Got me looking, got me looking so crazy in love Uh oh, uh oh, uh oh, oh, no, no Uh oh, uh oh, uh oh, oh, no, no Uh oh, uh oh, uh oh, oh, no, no Uh oh, uh oh, uh oh, oh, no, no When I talk to my friends so quietly Who he think he is? Look at what you did to me Tennis shoes, don't even need to buy a new dress If you ain't there, ain't nobody else to impress It's the way that you know what I thought I knew It's the beat that my heart skips when I'm with you But I still don't understand Just how your love can do what no one else can Got me looking so crazy right now, your love's Got me looking so crazy right now (oh, crazy) Got me looking so crazy right now, your touch (your love) Got me looking so crazy right now (love) Got me hoping you'll page me right now, your kiss (hey) Got me hoping you'll save me right now Looking so crazy, your love's (hey) Got me looking, got me looking so crazy in love I'm looking so crazy in love's Got me looking, got me looking so crazy in love I'm warmed up now, let's go Young 'Hov, y'all know when the flow is loco Young B and the R-O-C, uh oh (oh) Ol' G, big homey, the one and only Stick bony, but the pocket is fat like Tony Soprano (oh no) The ROC handle like Van Axel I shake phonies, man, you can't get next to The genuine article, I do not sing though I sling though, if anything, I bling yo A star like Ringo, war like a Green Beret Crazy bring ya whole set Jay Z in the range, crazy and deranged They can't figure him out, they like, ""Hey, is he insane?"" Yessir, I'm cut from a different cloth My texture is the best fur, chinchilla (Uh oh, uh oh, uh oh, oh, no, no) I been iller than chain smokers How you think I got the name Hova? (Uh oh, uh oh, uh oh, oh, no, no) I been realer, the game's over (Uh oh, uh oh, uh oh, oh, no, no) Fall back, young, ever since I made the change over (Uh oh, uh oh, uh oh, oh, no, no) To platinum the game's been wrap, one Got me looking so crazy, my baby I'm not myself, lately I'm foolish, I don't do this I've been playing myself, baby, I don't care 'Cause your love's got the best of me And, baby, you're making a fool of me You got me sprung and I don't care who sees 'Cause, baby, you got me, you got me so crazy, baby Hey Got me looking so crazy right now, your love's (oh love) Got me looking so crazy right now (lookin' crazy) Got me looking so crazy right now, your touch Got me looking so crazy right now Got me hoping you'll page me right now, your kiss (baby) Got me hoping you'll save me right now (baby) Looking so crazy in love's (whoa) Got me looking, got me looking so crazy in love (whoa) Got me looking so crazy right now, your love's Got me looking so crazy right now (your love) Got me looking so crazy right now, your touch Got me looking so crazy right now (your touch) Got me hoping you'll page me right now, your kiss Got me hoping you'll save me right now Looking so crazy in love's Got me looking, got me looking so crazy in love",3:56,236,,
Single Ladies,Beyonce,1,2008,0,"2,5,2,5,2,5,2,5",0,"All the single ladies, all the single ladies All the single ladies, all the single ladies All the single ladies, all the single ladies All the single ladies Now put your hands up Up in the club, we just broke up I'm doing my own little thing Decided to dip and now you wanna trip Cause another brother noticed me I'm up on him, he up on me Don't pay him any attention Just cried my tears, for three good years Ya can't be mad at me Cause if you liked it then you should have put a ring on it If you liked it then you shoulda put a ring on it Don't be mad once you see that he want it If you liked it then you shoulda put a ring on it Oh, oh, oh If you liked it then you should have put a ring on it If you liked it then you shoulda put a ring on it Don't be mad once you see that he want it If you liked it then you shoulda put a ring on it I got gloss on my lips, a man on my hips Got me tighter in my Dereon jeans Acting up, drink in my cup I can care less what you think I need no permission, did I mention Don't pay him any attention Cause you had your turn and now you gonna learn What it really feels like to miss me Cause if you liked it then you should have put a ring on it If you liked it then you shoulda put a ring on it Don't be mad once you see that he want it If you liked it then you shoulda put a ring on it Oh, oh, oh If you liked it then you should have put a ring on it If you liked it then you shoulda put a ring on it Don't be mad once you see that he want it If you liked it then you shoulda put a ring on it Oh, oh, oh Don't treat me to the things of the world I'm not that kind of girl Your love is what I prefer, what I deserve Here's a man that makes me then takes me And delivers me to a destiny, to infinity and beyond Pull me into your arms, say I'm the one you own If you don't, you'll be alone And like a ghost Ill be gone All the single ladies, all the single ladies All the single ladies, all the single ladies All the single ladies, all the single ladies All the single ladies Now put your hands up, oh, oh, oh Cause if you liked it then you should have put a ring on it If you liked it then you shoulda put a ring on it Don't be mad once you see that he want it If you liked it then you shoulda put a ring on it Oh, oh, oh If you liked it then you should have put a ring on it If you liked it then you shoulda put a ring on it Don't be mad once you see that he want it If you liked it then you shoulda put a ring on it Oh, oh, oh",3:13,193,,
Irreplaceable,Beyonce,1,2006,0,"1,5,7,4,1,5,7,1",1,"To the left, to the left To the left, to the left To the left, to the left Everything you own in the box to the left In the closet that's my stuff, yes If I bought it please don't touch And keep talking that mess, that's fine But could you walk and talk at the same time? And it's my mine name that is on that tag So remove your bags let me call you a cab Standing in the front yard telling me How I'm such a fool, talking about How I'll never ever find a man like you You got me twisted You must not know 'bout me You must not know 'bout me I could have another you in a minute Matter fact he'll be here in a minute, baby You must not know 'bout me You must not know 'bout me I can have another you by tomorrow So don't you ever for a second get To thinking you're irreplaceable So go ahead and get gone Call up that chick and see if she's home Oops, I bet ya thought that I didn't know What did you think I was putting you out for? Because you was untrue Rolling her around in the car that I bought you Baby you dropped them keys Hurry up before your taxi leaves Standing in the front yard telling me How I'm such a fool, talking 'bout How I'll never ever find a man like you Got me twisted You must not know 'bout me You must not know 'bout me I can have another you in a minute Matter fact he'll be here in a minute, baby You must not know 'bout me You must not know 'bout me I'll have another you by tomorrow So don't you ever for a second Get to thinking you're irreplaceable So since I'm not your everything How about I'll be nothing, nothing at all to you Baby I won't shed a tear for you I won't lose a wink of sleep 'Cause the truth of the matter Is replacing you is so easy To the left, to the left To the left, to the left To the left, to the left Everything you own in the box to the left To the left, to the left Don't you ever for a second get To thinking you're irreplaceable You must not know 'bout me You must not know 'bout me I can have another you in a minute Matter fact he'll be here in a minute, baby You must not know 'bout me You must not know 'bout me I can have another you by tomorrow So don't you ever for a second Get to thinking, baby You must not know 'bout me You must not know 'bout me I can have another you in a minute Matter fact he'll be here in a minute You could pack all your things, we're finished (You must not know 'bout me) 'Cause you made your bed, now lay in it (You must not know 'bout me) I can have another you by tomorrow Don't you ever for a second Get to thinking you're irreplaceable",3:47,227,,
Sorry,Beyonce,1,2016,0,"1,3,2,1,3,2,1,3",0,"Sorry, I ain't sorry Sorry, I ain't sorry I ain't sorry, nigga, nah Sorry, I ain't sorry Sorry, I ain't sorry I ain't sorry He trying to roll me up, I ain't picking up Headed to the club, I ain't thinking 'bout you Me and my ladies sip my D'USSÉ cup I don't give a fuck, chucking my deuces up Suck on my balls, pause, I had enough I ain't thinking 'bout you I ain't thinking 'bout Middle fingers up, put them hands high Wave it in his face, tell him, boy, bye Tell him, boy, bye, middle fingers up I ain't thinking 'bout you Sorry, I ain't sorry Sorry, I ain't sorry I ain't sorry, nigga, nah I ain't thinking 'bout you Sorry, I ain't sorry Sorry, I ain't sorry No no, hell nah Now you want to say you're sorry Now you want to call me crying Now you gotta see me wilding Now I'm the one that's lying And I don't feel bad about it It's exactly what you get Stop interrupting my grinding I ain't thinking 'bout you Sorry, I ain't sorry I ain't thinking 'bout you I ain't thinking 'bout you Sorry, I ain't sorry I ain't thinking 'bout you I ain't thinking 'bout you Middle fingers up, put them hands high Wave it in his face, tell him, boy, bye Tell him, boy, bye, boy, bye Middle fingers up, I ain't thinking 'bout you Sorry, I ain't sorry Sorry, I ain't sorry I ain't sorry, nigga, nah Sorry, I ain't sorry Sorry, I ain't sorry I ain't sorry No no, hell nah Looking at my watch, he shoulda been home Today I regret the night I put that ring on He always got them fucking excuses I pray to the Lord you reveal what his truth is I left a note in the hallway By the time you read it, I'll be far away I'm far away But I ain't fucking with nobody Let's have a toast to the good life Suicide before you see this tear fall down my eyes Me and my baby, we gon' be alright We gon' live a good life Big homie better grow up Me and my whoadies 'bout to stroll up I see them boppers in the corner They sneaking out the back door He only want me when I'm not there He better call Becky with the good hair",3:52,232,99.59564972,1.361793399
Halo,Beyonce,1,2008,0,"1,2,6,4,1,2,6,4",1,"Remember those walls I built Well, baby, they're tumbling down And they didn't even put up a fight They didn't even make a sound I found a way to let you win But I never really had a doubt Standing in the light of your halo I got my angel now It's like I've been awakened Every rule I had you break it It's the risk that I'm taking I ain't never gonna shut you out Everywhere I'm looking now I'm surrounded by your embrace Baby, I can see your halo You know you're my saving grace You're everything I need and more It's written all over your face Baby, I can feel your halo Pray it won't fade away I can feel your halo (halo) halo I can see your halo (halo) halo I can feel your halo (halo) halo I can see your halo (halo) halo Hit me like a ray of sun Burning through my darkest night You're the only one that I want Think I'm addicted to your light I swore I'd never fall again But this don't even feel like falling Gravity can't forget To pull me back to the ground again Feels like I've been awakened Every rule I had you break it The risk that I'm taking I'm never gonna shut you out Everywhere I'm looking now I'm surrounded by your embrace Baby, I can see your halo You know you're my saving grace You're everything I need and more It's written all over your face Baby, I can feel your halo Pray it won't fade away I can feel your halo (halo) halo I can see your halo (halo) halo I can feel your halo (halo) halo I can see your halo (halo) halo I can feel your halo (halo) halo I can see your halo (halo) halo I can feel your halo (halo) halo I can see your halo (halo) halo Halo, halo Everywhere I'm looking now I'm surrounded by your embrace Baby, I can see your halo You know you're my saving grace You're everything I need and more It's written all over your face Baby, I can feel your halo Pray it won't fade away I can feel your halo (halo) halo I can see your halo (halo) halo I can feel your halo (halo) halo I can see your halo (halo) halo I can feel your halo (halo) halo I can see your halo (halo) halo I can feel your halo (halo) halo I can see your halo (halo) halo",4:21,261,,
Can't Stop the Feeling,Justin Timberlake,0,2016,0,"1,6,4,6,1,6,4,6",0,"I got this feeling inside my bones It goes electric, wavey when I turn it on All through my city, all through my home We're flying up, no ceiling, when we in our zone I got that sunshine in my pocket Got that good song in my feet I feel that hot blood in my body when it drops I can't take my eyes up off it, moving so phenomenally You gone like the way we rock it, so don't stop Under the lights when everything goes Nowhere to hide when I'm getting you close When we move, well, you already know So just imagine, just imagine, just imagine Nothing I can see but you when you dance, dance, dance Feeling good, good, creeping up on you So just dance, dance, dance, come on All those things I should do to you But you dance, dance, dance And ain't nobody leaving soon, so keep dancing I can't stop the feeling So just dance, dance, dance I can't stop the feeling So just dance, dance, dance, come on Ooh, it's something magical It's in the air, it's in my blood, it's rushing on I don't need no reason, don't need control I fly so high, no ceiling, when I'm in my zone Cause I got that sunshine in my pocket Got that good song in my feet I feel that hot blood in my body when it drops I can't take my eyes up off it, moving so phenomenally You gon' like the way we rock it, so don't stop Under the lights when everything goes Nowhere to hide when I'm getting you close When we move, well, you already know So just imagine, just imagine, just imagine Nothing I can see but you when you dance, dance, dance Feeling good, good, creeping up on you So just dance, dance, dance, come on All those things I should do to you But you dance, dance, dance And ain't nobody leaving soon, so keep dancing I can't stop the feeling So just dance, dance, dance I can't stop the feeling So just dance, dance, dance I can't stop the feeling So just dance, dance, dance I can't stop the feeling So keep dancing, come on I can't stop the, I can't stop the I can't stop the, I can't stop the I can't stop the feeling Nothing I can see but you when you dance, dance, dance (I can't stop the feeling) Feeling good, good, creeping up on you So just dance, dance, dance, come on (I can't stop the feeling) All those things I should do to you But you dance, dance, dance (I can't stop the feeling) And ain't nobody leaving soon, so keep dancing Everybody sing (I can't stop the feeling) Got this feeling in my body (I can't stop the feeling) Got this feeling in my body (I can't stop the feeling) Wanna see you move your body (I can't stop the feeling) Got this feeling in my body Break it down Got this feeling in my body Can't stop the feeling Got this feeling in my body, come on",3:27,207,,
SexyBack,Justin Timberlake,0,2006,0,"1,7,4,1,4,1,4,5",0,"I'm bringin' sexy back (yeah) Them other boys don't know how to act (yeah) I think it's special, what's behind your back (yeah) So turn around and I'll pick up the slack (yeah) Take it to the bridge Dirty babe (uh-huh) You see these shackles baby, I'm your slave (uh-huh) I'll let you whip me, if I misbehave (uh-huh) It's just that no one makes me feel this way (uh-huh) Take it to the chorus! Come here girl (go 'head be gone with it) Come to the back (go 'head be gone with it) VIP (go 'head be gone with it) Drinks on me (go 'head be gone with it) Let me see what you're twerking with (go 'head be gone with it) Look at those hips (go 'head be gone with it) You make me smile (go 'head be gone with it) Go 'head child (go 'head be gone with it) And, get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on I'm bringin' sexy back (yeah) Them other fuckers don't know how to act (yeah) Come let me make up for the things you lack (yeah) 'Cause you're burning up, and I gotta get it fast (yeah) Take it to the bridge Dirty babe (uh-huh) You see these shackles baby, I'm your slave (uh-huh) I'll let you whip me, if I misbehave (uh-huh) It's just that no one makes me feel this way (uh-huh) Take it to the chorus! Come here girl (go 'head be gone with it) Come to the back (go 'head be gone with it) VIP (go 'head be gone with it) Drinks on me (go 'head be gone with it) Let me see what you're twerking with (go 'head be gone with it) Look at those hips (go 'head be gone with it) You make me smile (go 'head be gone with it) Go 'head child (go 'head be gone with it) And, get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on You ready? You ready? You ready? Yes! I'm bringin' sexy back (yeah) You motherfuckers watch how I attack (yeah) If that's your girl, better watch your back (yeah) 'Cause she'll burn it up for me, and that's a fact (yeah) Take it to the chorus Come here girl (go 'head be gone with it) Come to the back (go 'head be gone with it) VIP (go 'head be gone with it) Drinks on me (go 'head be gone with it) Let me see what you're twerking with (go 'head be gone with it) Look at those hips (go 'head be gone with it) You make me smile (go 'head be gone with it) Go 'head child (go 'head be gone with it) And, get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on (go 'head be gone with it) Get your sexy on You ready? Yes! You ready? Yes!",4:19,259,,
Cry Me a River,Justin Timberlake,0,2002,0,"1,7,4,6,1,7,4,6",1,"You were my sun, you were my earth But you didn't know all the ways I loved you, no So you took a chance, made other plans But I bet you didn't think that they would come crashing down, no You don't have to say, what you did I already know, I found out from him Now there's just no chance With you and me There'll never be Don't it make you sad about it? You told me you love me Why did you leave me all alone Now you tell me you need me When you call me on the phone Girl, I refuse You must have me confused with some other guy The bridges were burned Now it's your turn, to cry Cry me a river Cry me a river Cry me a river Cry me a river You know that they say that somethings are better left unsaid It wasn't like you only talked to him And you know it (Don't act like you don't know it) All of these things people told me Keep messing with my head Should've picked honesty Then you may not have blown it You don't have to say, what you did I already know, I found out from him Now there's just no chance With you and me There'll never be Don't it make you sad about it? You told me you love me Why did you leave me all alone Now you tell me you need me When you call me on the phone Girl, I refuse You must have me confused with some other guy The bridges were burned Now it's your turn, to cry Cry me a river (go on and just) Cry me a river (go on and just) Cry me a river (baby, go on and just) Cry me a river Oh! The damage is done, so I guess I be leaving Oh! The damage is done, so I guess I be leaving Oh! The damage is done, so I guess I be leaving Oh! The damage is done, so I guess I be leaving You don't have to say, what you did I already know, I found out from him Now there's just no chance With you and me There'll never be Don't it make you sad about it? Cry me a river (go on and just) Cry me a river (baby, go on and just) Cry me a river (you can go on and just) Cry me a river Cry me a river (baby, go on and just) Cry me a river (go on and just) Cry me a river (oh, baby, cry) Cry me a river (I don't wanna cry no more) Cry me a river Cry me a river Cry me a river Cry me a river Cry me a river (cry me, cry me) Cry me a river (cry me, cry me) Cry me a river (cry me, cry me) Cry me a river (cry me, cry me) Cry me a river (cry me, cry me) Cry me a river (cry me, cry me) Cry me a river (cry me, cry me)",4:48,288,,
Mirrors,Justin Timberlake,0,2013,0,"1,7,4,6,1,7,4,6",1,"Aren't you something to admire, 'cause your shine is something like a mirror And I can't help but notice, you reflect in this heart of mine If you ever feel alone and the glare makes me hard to find Just know that I'm always parallel on the other side 'Cause with your hand in my hand and a pocket full of soul I can tell you there's no place we couldn't go Just put your hand on the glass, I'm here trying to pull you through You just gotta be strong 'Cause I don't wanna lose you now I'm looking right at the other half of me The vacancy that sat in my heart Is a space that now you hold Show me how to fight for now And I'll tell you, baby, it was easy Coming back into you once I figured it out You were right here all along It's like you're my mirror My mirror staring back at me I couldn't get any bigger With anyone else beside of me And now it's clear as this promise That we're making two reflections into one 'Cause it's like you're my mirror My mirror staring back at me, staring back at me Aren't you something, an original, 'cause it doesn't seem merely assembled And I can't help but stare 'cause I see truth somewhere in your eyes Ooh I can't ever change without you, you reflect me, I love that about you And if I could, I would look at us all the time 'Cause with your hand in my hand and a pocket full of soul I can tell you there's no place we couldn't go Just put your hand on the glass, I'm here trying to pull you through You just gotta be strong 'Cause I don't wanna lose you now I'm looking right at the other half of me The vacancy that sat in my heart Is a space that now you hold Show me how to fight for now And I'll tell you, baby, it was easy Coming back into you once I figured it out You were right here all along It's like you're my mirror My mirror staring back at me I couldn't get any bigger With anyone else beside of me And now it's clear as this promise That we're making two reflections into one 'Cause it's like you're my mirror My mirror staring back at me, staring back at me Yesterday is history Tomorrow's a mystery I can see you looking back at me Keep your eyes on me Baby, keep your eyes on me I don't wanna lose you now I'm looking right at the other half of me The vacancy that sat in my heart Is a space that now you hold Show me how to fight for now And I'll tell you, baby, it was easy Coming back into you once I figured it out You were right here all along It's like you're my mirror My mirror staring back at me I couldn't get any bigger With anyone else beside of me And now it's clear as this promise That we're making two reflections into one 'Cause it's like you're my mirror My mirror staring back at me, staring back at me You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life Now you're the inspiration for this precious song And I just wanna see your face light up since you put me on So now I say goodbye to the old me, it's already gone And I can't wait wait wait wait wait to get you home Just to let you know, you are You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life Girl you're my reflection, all I see is you My reflection, in everything I do You're my reflection and all I see is you My reflection, in everything I do You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life You are you are the love of my life",8:04,484,,
True Colors,Justin Timberlake,0,2016,0,"1,6,3,6,4,4,3,7",1,"You with the sad eyes Don't be discouraged, oh I realize It's hard to take courage In a world full of people You can lose sight of it all The darkness inside you Can make you feel so small Show me a smile then Don't be unhappy Can't remember when I last saw you laughing This world makes you crazy And you've taken all you can bear Just call me up 'Cause I will always be there And I see your true colors Shining through I see your true colors And that's why I love you So don't be afraid to let them show Your true colors True colors are beautiful I see your true colors Shining through (true colors) I see your true colors And that's why I love you So don't be afraid to let them show Your true colors True colors are beautiful (they're beautiful) Like a rainbow Oh oh oh oh oh like a rainbow Ooh can't remember when I last saw you laughing Ooh oh oh oh This world makes you crazy And you've taken all you can bear Just call me up 'Cause I will always be there And I see your true colors Shining through I see your true colors And that's why I love you So don't be afraid (don't be afraid) To let them show your true colors True colors are beautiful (you're beautiful, oh) Like a rainbow Oh oh oh oh oh like a rainbow Mmm mmm",3:26,206,,
Indigo,NIKI,1,2019,0,"4,1,6,5,4,1,6,5",1,"Oh-oh-oh-oh-oh Oh-oh-oh-mm-mm Yeah, yeah Yeah, yeah You know I’m your type, right? (Right) Mark your calendar, tonight’s gonna be your life’s highlight (Light) Boy, we gon' roll up, we gon' roll out, look This is the land of fast, bet you ain’t used to that, nah First to one-up your last, she can stay in your past Honey, I don’t stop for no one but I’d pause for you, you, you, you So let’s go downtown and get real high It’d be psycho to psychoanalyze Leave all of your inhibitions behind Tonight let’s test all the borderlines like How far out does the indigo go? Boy, let’s find out, take the longer way home Have my body all superimposed Right on top of yours, oh As far as the indica goes I’m hating that you’re still in your clothes Babe, touch me slow all adagio Like oh-oh-oh-oh, yeah Know you like a little attitude (Attitude, attitude) A little spunk, a little gumption Well baby, have a lot of gratitude 'Cause I can be sweet, or poised, or a little too feisty to function, yeah So shut up and just hop in, we gon' ride in style If thrill was a sport, I’d be the poster child I listen to none, but I’m all ears for you, you, you, yeah So let’s drive by the city skyline I’m so over this overthinkin' mind Leave all of your inhibitions behind Tonight let’s test all the borderlines like How far out does the indigo go? Boy, let’s find out, take the longer way home Have my body all superimposed Right on top of yours, oh As far as the indica goes I’m hating that you’re still in your clothes Babe, touch me slow all adagio Like oh-oh-oh-oh, yeah Baby go slow, slow, slow, slow (Slow) Under the indigo, go (Indigo) Steady and slow, slow, slow, slow (Yeah) Under the indigo, indigo",3:13,193,144.7736206,1.237753153
bury a friend,Billie Eilish,1,2019,0,"1,1,1,1,1,4,5,1",0,"What do you want from me? Why don't you run from me? What are you wondering? What do you know? Why aren't you scared of me? Why do you care for me? When we all fall asleep, where do we go? Come here Say it, spit it out, what is it exactly You're payin'? Is the amount cleanin' you out? Am I satisfactory? Today, I'm thinkin' about the things that are deadly The way I'm drinkin' you down Like I wanna drown, like I wanna end me Step on the glass, staple your tongue (Ahh) Bury a friend, try to wake up (Ah-ahh) Cannibal class, killing the son (Ahh) Bury a friend, I wanna end me I wanna end me I wanna, I wanna, I wanna… end me I wanna, I wanna, I wanna… What do you want from me? Why don't you run from me? What are you wondering? What do you know? Why aren't you scared of me? Why do you care for me? When we all fall asleep, where do we go? Listen Keep you in the dark, what had you expected? Me to make you my art and make you a star And get you connected? I'll meet you in the park, I'll be calm and collected But we knew right from the start that you'd fall apart 'Cause I'm too expensive It's probably somethin' that shouldn't be said out loud Honestly, I thought that I would be dead by now (Wow) Calling security, keepin' my head held down Bury the hatchet or bury a friend right now The debt I owe, gotta sell my soul 'Cause I can't say no, no, I can't say no Then my limbs all froze and my eyes won't close And I can't say no, I can't say no Careful Step on the glass, staple your tongue (Ahh) Bury a friend, try to wake up (Ah-ahh) Cannibal class, killing the son (Ahh) Bury a friend, I wanna end me I wanna end me I wanna, I wanna, I wanna… end me I wanna, I wanna, I wanna… What do you want from me? Why don't you run from me? What are you wondering? What do you know? Why aren't you scared of me? Why do you care for me? When we all fall asleep, where do we go?",,,118.3728333,1.066213965
Rumor Has It,Adele,1,2012,0,"1,5,6,3,1,5,6,3",1,"Ooh, ooh, ooh, ooh She, she ain't real She ain't gon' be able to love you like I will She is a stranger You and I have history, or don't you remember? Sure, she's got it all But baby, is that really what you want? Bless your soul, you've got your head in the clouds She made a fool out of you and, boy, she's bringin' you down She made your heart melt, but you're cold to the core Now rumour has it, she ain't got your love anymore Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) She is half your age But I'm guessin' that's the reason that you strayed I heard you've been missin' me You've been tellin' people things you shouldn't be Like when we creep out when she ain't around Haven't you heard the rumours? (Bless your soul) Bless your soul, you've got your head in the clouds You made a fool out of me and, boy, you're bringin' me down You made my heart melt, yet I'm cold to the core But rumour has it, I'm the one you're leaving her for Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) All of these words whispered in my ear Tell a story that I cannot bear to hear Just 'cause I said it, it don't mean that I meant it People say crazy things Just 'cause I said it, don't mean that I meant it Just 'cause you heard it Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour, rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it But rumour has it, he's the one I'm leaving you for",,,,
